symbol,NGF3-1-1,NGF3-1-2,NGF3-1-3,NGF3-2-1,NGF3-2-2,NGF3-2-3,NGF3-3-1,NGF3-3-2,NGF3-3-3,NGF3-7-1,NGF3-7-2,NGF3-7-3,NGF3-7-4,NGF3-7-5,NGF3-7-6,NGF3-7-7,NGF3-7-8,NGF3-C-1,NGF3-C-2,NGF3-C-3,NGF3-1-4,NGF3-1-5,NGF3-1-6,NGF3-2-4,NGF3-2-5,NGF3-2-6,NGF3-3-4,NGF3-3-5,NGF3-3-6,NGF3-7-10,NGF3-7-11,NGF3-7-12,NGF3-7-13,NGF3-7-14,NGF3-7-15,NGF3-7-16,NGF3-7-9,NGF3-C-4,NGF3-C-5,NGF3-C-6
Nat9,0,1,0,0,1105,0,5,10,0,20,551,712,642,2,9,0,1,4,0,0,1054,0,0,3151,0,1,2,1386,3,1305,1,4,1,1,3,0,0,9,1,0
Nat10,1719,0,628,102,1,0,0,85,28,123,84,518,95,9,18,184,345,0,2335,2,856,0,0,1,0,0,283,1131,1,0,219,0,1,0,165,211,36,0,0,1020
Nat14,1,0,0,0,0,0,0,0,0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Natd1,5,9,7,7,6,4,11,4,17,1,20,6,1,5,3,1,5,2,9,5,28,0,8,13,4,4,15,19,28,14,4,13,2,4,5,3,3,13,8,11
Nav2,8,69,3,0,10,1,30,19,18,28,41,33,9,23,220,51,6,1,5,5,5,16,0,5,4,21,18,29,31,17,13,2162,80,245,100,7,13,8,14,4
Nav3,2,0,0,0,0,0,0,0,0,0,4,1,2,0,0,13,1,0,191,7,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,0,0,0,1
Nbl1,2054,17,58,0,4,0,39,0,6,89,204,856,105,5,87,239,34,17,5,0,18,0,1,48,210,2,193,16,30,34,136,7,28,9,535,16,3199,16,0,2
Nbn,2769,165,55,1174,1634,0,2194,1,598,1107,1507,730,1161,272,70,1414,3608,1752,8,558,2234,136,5644,789,1891,32,1162,2359,60,1761,554,80,465,62,1222,257,297,789,6680,851
Nbr1,59,2,2,71,637,148,4,298,3565,422,397,46,118,799,335,1168,35,1,3,192,92,108,12,41,0,0,1,209,14,552,2990,57,120,16,25,345,649,13,1,41
Ncald,1,0,0,0,0,0,2,1,0,4,12,0,0,0,13,22,0,5,8,1,1,50,0,0,0,0,0,1,0,0,9,0,31,0,0,17,0,0,4,0
Ncam1,502,1,100,79,793,3,1339,0,433,560,567,87,887,533,278,312,43,163,368,168,926,141,51,1860,5,119,200,211,209,130,278,123,161,137,223,118,29,7,0,174
Ncam2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,25,0,0,1,0,0,0,0,1,0,0,0,0
Ncan,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,5,1,2,1,2,1,3,1,0,0,0,0,0,0,0,0,1,1
Ncapd3,6,0,0,0,1,0,15,0,5,322,40,939,746,156,41,389,3269,186,17,72,0,1032,63,606,0,0,103,920,3,31,362,4,277,2,3,52,4,0,9,426
Ncaph2,12,0,7,1,0,13,4,0,0,22,31,98,2,11,4,1,1,13,6,0,414,29,0,12,1,0,0,2,0,0,0,106,260,0,0,2,0,0,0,0
Ncbp1,604,27,1,0,1111,203,826,2193,1218,72,424,208,0,0,2,758,12,2,1,135,301,0,0,1185,7,0,5,0,0,5,106,9,70,0,74,161,922,0,0,346
Nccrp1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncdn,0,4,1,0,1,4,4,0,0,2,2,5,221,4,0,3,4,0,1,8,4,0,0,3,35,0,1,0,1,0,4,0,3,0,0,0,0,2,3,1
Nceh1,0,0,0,0,3,0,29,3,85,90,97,406,18,17,72,34,2,348,0,62,0,0,0,0,0,2,1260,0,0,249,66,0,406,1,1,16,0,0,0,0
Ncf1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0
Ncf2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0
Ncf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nck1,1653,19,0,1,1,0,379,0,52,298,573,1494,58,114,123,330,455,60,7,54,272,2078,0,1367,1412,1,5,7,790,301,1103,1359,120,14,637,137,160,417,0,151
Nck2,82,0,20,0,0,2,0,12,19,18,24,15,5,0,41,15,1,2,0,97,172,0,0,1,335,1,0,13,13,3,1,8,0,0,15,2,6,0,7,27
Nckap1l,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0
Nckap1,3455,1832,3526,15,44,92,3329,386,864,3056,1629,3158,1877,1769,324,4228,1575,268,5396,8,78,98,40,1205,1202,271,1987,261,262,1785,3192,1163,1862,264,1978,287,146,4775,2,459
Nckap5l,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,2,1,4,1,0,1,3,0,0,0,0,0,0,2,0,0,3
Nckipsd,22,0,0,0,0,0,5,0,4,12,6,126,7,5,0,2,0,0,1,0,1,1,0,156,0,2,11,51,1,0,1,0,0,0,41,11,0,0,0,0
Ncln,22,0,1,9,8,18,21,0,1,71,16,26,114,46,6,151,14,1,2,6,101,0,2,3,0,4,13,2,0,2,25,6,44,2,15,95,0,97,0,2
Ncl,30984,7681,5882,1135,10287,1750,13024,94,40932,10771,14954,29242,18275,29253,1297,29223,36271,8840,25658,2412,10925,11835,2805,7422,8543,2085,20747,6702,7619,18112,13829,17075,16604,9824,16455,6781,9512,8593,136,21350
Ncmap,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0
Ncoa1,1908,0,2,430,2,0,1,1,37,163,6,220,9,210,42,13,62,0,0,0,0,1,0,0,0,3,430,1,3,1461,27,1,643,17,7,0,0,1,0,2
Ncoa2,0,0,1,0,0,0,0,1,37,0,0,1,154,173,0,754,1,0,0,0,0,0,0,0,0,1,1,0,65,0,130,0,8,0,60,0,2,0,0,0
Ncoa4,181,14,8,1,0,243,2242,189,99,602,221,503,86,123,160,327,144,4,208,155,49,1,1307,59,2,11,396,5,41,2562,27,21,20,1115,55,1075,3827,33,53,10
Ncoa5,6,0,13,0,9,0,9,0,38,167,4,355,27,62,29,3,1636,2,4,0,0,0,0,4,2186,0,6,4,2,2,1,7,1,0,11,39,0,0,38,3
Ncoa6,935,2,1,1427,16,3,531,2,723,381,2382,424,270,177,268,764,185,19,2,450,81,46,3,603,3414,2,18,119,475,778,340,35,13,24,322,70,29,17,1,3174
Ncor1,1668,1680,0,1,728,1,1969,20,1817,782,891,740,770,831,585,1876,1558,31,280,38,24,338,5,3624,2036,19,9231,2498,482,3924,2248,1134,1505,81,1406,1059,260,147,255,1819
Ncor2,17,11,1,0,2,1,354,17,57,81,23,42,26,395,2,77,1919,6,3,1,4,0,1,9,11,1,16,7,3,2,121,4,824,326,46,5,11,56,27,1050
Ncr1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ncr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Ncs1,327,2,0,0,0,0,1,0,1,88,404,1,8,7,1,1,0,3,0,5,0,0,0,0,0,0,1,0,7,9,4,0,0,2,62,535,1,2,22,1
Ncstn,9,6,0,4,0,0,2,0,2,207,6,97,1,25,30,63,270,11,0,0,23,1,0,269,1,17,13,1,0,171,103,6,235,0,100,1,3,0,0,16
Ndc1,18,0,221,0,0,0,155,0,0,23,161,37,36,0,133,27,1,0,20,1533,696,0,0,19,1,438,2,0,0,57,25,5,3,0,9,6,0,1,3,1
Ndc80,1807,1094,165,0,560,0,1251,1,1856,1849,1387,2411,2259,1114,18,1819,8556,74,1310,52,1885,1811,812,332,0,1,1129,6559,45,3959,1015,5469,571,10,961,524,541,8852,27,268
Nde1,57,0,51,0,1,1,26,1,18,265,122,35,43,51,54,106,10,3,352,66,1933,1,5,9,29,0,29,24,5,35,157,12,475,8,21,8,9,4,2004,2
Ndel1,249,16,82,322,132,14,2233,65,319,257,356,269,926,1034,130,414,1496,59,231,212,294,5,2660,1002,22,220,3899,456,1679,91,99,84,91,65,81,379,31,86,2285,217
Ndfip1,1626,954,101,3229,146,148,1525,931,490,1766,1841,812,1770,733,368,1811,2453,1389,2346,375,1293,81,1,2015,2768,152,436,2800,987,2536,2208,273,190,2296,1476,1177,2241,2180,471,662
Ndfip2,343,631,4,406,1751,1254,885,588,1289,611,474,581,408,1274,331,571,7515,1371,14,58,1986,0,1,1312,588,966,295,197,532,4948,1105,4782,62,148,671,299,4,406,11,2508
Ndnl2,1023,0,1297,110,108,0,405,1,244,385,633,418,55,135,78,835,769,2,32,2463,1274,121,0,161,1983,2,387,5785,1272,1594,1792,176,286,13,277,959,77,2,296,1065
Ndn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndor1,40,0,0,0,385,0,3,1,0,10,38,7,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,7,1,7,0,0,0,0,0,0,4,26,0,0
Ndp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndrg1,236,933,42,0,0,40,51,1787,130,318,278,2298,145,580,106,737,954,1393,1490,133,1483,17,11,96,5,0,28,1807,30,115,1983,2265,31,83,79,3,48,5,2354,3
Ndrg2,89,0,1,113,0,0,0,0,2,4,51,165,152,0,7,64,0,257,0,0,2,0,2,0,0,1,7,1,0,9,1,2,167,101,1251,1,2,0,0,0
Ndrg3,0,3,0,0,0,171,4,0,136,126,12,2,62,3,32,303,31,1,10,0,9,0,20,1,8,2,0,43,1,1,2,5,1,0,223,771,5,1,1,1
Ndrg4,227,2,2621,579,93,0,1944,10,70,815,793,918,592,853,2272,295,1068,70,4,229,162,80,97,178,153,1,110,4322,61,1219,276,21,32,20,113,98,5,5,4,1
Ndst1,0,0,0,38,0,1,1,0,0,2,1,4,0,0,8,0,7,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
Ndst2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Ndst3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,193,1,0,0,0,0,0,0
Ndst4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufa1,69,67,121,413,152,10,373,165,241,44,160,235,142,90,9,256,549,263,116,100,386,138,147,433,331,252,666,663,532,419,320,264,135,74,122,196,184,531,63,176
Ndufa2,6346,47,8010,225,5128,51,12730,2483,4608,2994,6064,4601,1917,7727,201,7048,8004,6592,16136,1450,4262,4,199,7966,4094,16,2809,9344,7307,8231,5091,4638,11086,7781,7350,4625,4913,659,88,194
Ndufa4l2,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ndufa4,6177,16828,14684,9206,2492,123,12365,6310,3737,6125,3798,12929,4828,15459,772,4094,11458,407,20023,14347,17169,84,3251,4929,5686,4477,5883,15618,6979,14616,4929,463,4473,6231,5728,4345,191,6772,778,3831
Ndufa5,16947,178,13081,7023,6288,404,7990,4872,5369,4038,4280,12203,5450,4774,171,4574,10664,2776,10787,1372,12809,403,3182,5218,2304,108,6065,951,3956,9244,6481,1231,2196,1080,4734,3391,1764,446,4153,4923
Ndufa6,1648,36,2188,6234,8396,374,3534,6302,4530,2703,1041,1651,1578,1781,217,1326,6448,2034,8137,3028,7514,223,23,3441,196,2147,6971,2224,3353,8176,653,2023,2423,4352,2141,1717,7895,2850,4534,121
Ndufa7,3264,1700,11,61,8099,318,1334,4138,981,1237,1180,1714,315,1081,159,1633,6243,253,6830,1965,2324,4,3357,1714,2417,30,991,2112,2870,4416,2499,11,200,3954,930,525,174,13,5,178
Ndufa8,3824,4842,2082,19,4558,29,2602,278,1002,1367,1014,2609,706,1936,56,1490,1061,641,1592,1978,3094,1,1972,3575,1898,1,2404,4733,7791,3667,2460,17,1853,10,1040,2,1905,5289,159,304
Ndufa9,1680,0,1725,1854,1453,0,36,0,823,764,361,1390,47,852,96,444,35,37,28,986,75,0,0,3,1,0,83,339,1033,166,13,0,1505,12,25,790,4,0,0,2
Ndufa10l1,0,59,0,0,1,1,2,2,2,10,4,71,2,0,3,0,0,4,0,0,1,57,0,99,46,1,17,0,163,1,74,0,0,0,3,0,4,0,0,5
Ndufa10,669,1931,52,0,335,29,1318,135,235,1487,539,2627,937,235,125,502,481,710,160,13,145,1484,364,1518,1223,0,1804,122,1888,882,1351,253,110,4,303,444,69,182,18,380
Ndufa11,1601,6038,6875,9093,3312,3,1739,10997,2936,1363,2093,2002,1468,2263,77,1749,4203,145,4996,512,1795,22,37,382,829,6,222,2745,3897,1731,897,2821,841,1657,2643,1914,416,1242,20,8
Ndufa12,1301,727,1397,2421,6225,0,350,8,2895,554,646,2568,1105,1953,43,2061,2034,195,2990,877,1331,111,2,627,3,868,1744,2866,312,2375,600,910,180,5,290,26,1096,1334,497,2
Ndufab1,3906,5755,4649,7856,10548,243,2330,72,1257,2311,792,4435,3795,2479,279,2469,6252,324,868,348,4775,0,4271,494,5,32,141,227,458,4479,1723,7743,867,1374,2265,548,5105,44,27,3355
Ndufaf1,11,1,0,5327,0,0,0,5,1,1,8,478,0,14,0,8,1,0,33,0,24,0,0,0,15,0,0,18,2,0,0,1,0,0,0,266,1,1,0,0
Ndufaf3,117,1517,31,0,2724,3,843,348,397,381,62,687,36,783,1,95,2161,114,4091,40,1655,1,684,98,56,1,27,1829,91,72,53,134,1927,213,368,19,6,293,14,27
Ndufaf4,520,0,0,1,1,0,0,0,15,308,222,421,895,0,159,475,1600,464,1,0,31,17,0,6,1,0,344,3,49,11,1472,35,4,9,409,572,3,12,4,0
Ndufaf5,2174,338,48,570,124,31,749,0,87,641,236,358,540,110,113,263,3603,0,354,13,4067,0,0,349,12,1,75,5807,44,2760,1497,133,66,4,145,75,183,31,0,39
Ndufaf6,0,0,0,0,142,0,1,0,106,9,307,17,122,22,19,475,18,8,10,4,2,0,0,3,6,56,4,0,0,0,12,25,4,0,0,1562,2,35,7,22
Ndufaf7,127,0,21,46,2866,0,175,443,121,1191,396,901,255,110,12,707,204,0,1,797,813,0,1122,98,3435,0,1,52,26,5,23,22,8,2,33,893,16,61,0,0
Ndufb2,4993,4903,13626,5534,9773,22,3229,9821,2669,3223,4675,7919,4989,5113,242,4448,19605,1575,3787,2964,4437,0,2665,2400,2232,154,6363,4412,1443,4155,6933,566,1244,4286,3558,2014,6511,2562,108,1380
Ndufb3,9783,6267,13918,2804,13873,355,3244,9139,4668,3636,5441,8638,12173,6808,322,6254,6509,1132,11101,1692,4391,7277,2685,9370,10257,214,2865,4134,3078,4937,4482,710,8227,3502,5306,7084,6580,2962,164,3229
Ndufb4,5433,5760,6493,9846,5485,43,6203,6479,6026,2441,3109,5319,2450,3305,465,7196,5593,357,4724,4766,12091,566,162,5936,7181,162,633,5180,7649,5502,4761,1672,7121,5586,4650,4005,2391,4005,4214,4186
Ndufb5,4695,1100,6105,298,7843,9,6034,3850,3695,2239,2009,4267,2944,1862,213,6465,6985,1398,6507,1263,2333,1742,393,3105,8892,121,2387,2580,6496,4081,2437,1088,1893,630,1432,434,1347,111,8979,269
Ndufb6,2020,264,5567,6846,5790,65,10310,1560,4236,1042,1518,2386,849,2344,116,1514,3924,4975,4733,5027,17050,2629,5887,6522,6384,84,1991,5003,4449,6766,1638,4424,1279,1674,1860,1098,5715,972,489,360
Ndufb7,5954,976,6746,3512,1020,0,1097,557,146,1617,2112,3642,2500,3606,132,923,2237,6,1584,3533,3812,8,597,1394,2204,5,158,3647,3080,2284,1387,3656,2081,3106,167,1323,25,2652,0,1471
Ndufb8,17026,347,16364,13626,11788,409,6590,10543,2359,4920,4773,9078,2786,7941,284,5078,12880,1192,7593,45,3846,46,3279,6462,19131,16,2300,7003,6814,7902,5519,4785,4641,70,7945,3195,4265,5859,927,1025
Ndufb9,29204,23163,1415,45463,30583,684,16377,36747,6108,14906,16057,17646,22127,18844,472,33073,36485,13638,19965,8829,19641,1393,1197,9584,3698,256,16275,13632,8040,17073,9279,1931,8476,260,8565,9162,8275,9473,6280,5505
Ndufb10,1870,25,9659,6921,3545,0,4994,855,472,2160,1282,7346,1897,4033,57,4102,9485,46,129,69,2515,1,124,1618,1840,0,32,76,6038,4161,5625,4448,1870,13,4031,520,15,28,1033,64
Ndufb11,5578,145,38,21965,8019,422,6561,10513,8650,6607,4463,5451,5455,5390,169,5060,1449,1498,3706,371,9037,290,274,2852,5465,24,3349,6276,543,8480,12048,4379,4276,4185,3799,1825,1020,53,270,227
Ndufc2,2447,10,4,18,3883,64,413,97,4934,762,1029,1640,1387,935,93,1890,62,65,3495,1387,4784,5652,6760,7531,2565,15,5034,3545,3992,5261,2785,2040,1182,13,1537,1524,387,37,2762,34
Ndufs1,2680,5,19,4809,343,0,465,1,582,883,465,861,1203,709,58,1055,1007,38,794,788,9,0,4,5,43,3,491,719,4,191,109,282,774,2,401,9,8,66,7,213
Ndufs2,4708,198,147,33,2040,85,1148,89,112,2050,417,807,698,2488,142,4290,2088,423,593,31,6483,3,2,968,33,2,1174,2580,48,2279,879,28,207,53,103,2166,193,10,16,54
Ndufs3,2005,1924,6519,7496,4568,17,1710,6344,3001,1549,2823,4627,820,4160,105,1537,9130,189,11125,1919,4471,762,6480,681,3386,41,74,4753,4881,6760,124,270,5437,2748,873,2205,43,2189,29,144
Ndufs4,3569,5752,244,1,6620,988,357,98,649,1373,1680,2340,2738,4473,107,4582,6678,365,861,23,3232,125,18,5863,86,13,4450,8260,4932,4225,2512,3410,3808,4877,4452,1625,2097,56,29,1129
Ndufs5,4117,2821,434,112,3336,9,1910,2475,1937,1067,1744,4900,2099,2602,39,1932,6649,127,4203,1586,1924,3499,3857,2892,5776,4,1249,1357,4625,786,1783,2857,1994,1047,1293,606,1234,1073,2039,413
Ndufs6,137,120,579,1711,998,4,1242,1322,1290,456,704,2266,443,528,84,606,481,2,896,8,451,14,285,1268,93,4,119,110,850,1209,307,1521,1250,1207,272,477,1313,689,5,2
Ndufs7,97,2,1,0,191,60,115,545,40,41,104,51,44,100,36,53,97,11,211,48,235,1,0,303,73,0,39,528,430,4,99,4,43,1,173,2,1,48,46,0
Ndufs8,1948,7862,1843,7,1958,30,1956,16,1834,761,360,1866,888,1782,177,1777,4167,128,3007,287,1609,13,4,4774,4573,3,22,7016,1979,4516,167,1222,2836,14,2193,156,13,21,1775,1670
Ndufv1,8,6905,9,6,1309,23,1364,2006,4,433,1048,261,1159,490,94,1061,18,0,1,93,767,0,0,1081,1917,2,6,31,539,411,621,2,2681,1,157,35,726,1561,9,12
Ndufv2,1690,139,690,9170,430,4,814,3418,30,756,471,2304,2395,985,143,1978,4942,2807,12456,5246,3126,1,10,1979,54,5,6017,2531,8199,655,1262,2675,401,149,826,1622,19,24,7,382
Ndufv3,22,103,23,360,1565,0,52,1,70,154,257,588,111,349,68,97,120,279,1,8,1149,3,42,757,4,4,21,491,53,366,907,8,23,5,438,46,0,90,2,22
Nebl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Necab1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Necab2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Necab3,0,0,0,1,0,0,0,1,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
Necap1,28,2625,103,0,22,0,29,0,36,32,19,86,38,33,51,49,3,16,31,1,17,8,0,1662,0,12,3,23,43,15,0,47,38,0,24,5,2,3,0,29
Necap2,88,89,52,0,61,23,12,0,50,243,2,76,18,286,39,337,100,1701,11,0,98,66,0,74,1036,59,11,51,22,41,9,32,194,3089,1,23,64,2115,0,0
Nedd1,17,0,42,0,14,0,1,50,106,40,85,7,207,33,2,10,26,0,8,21,5,3,3989,57,0,0,5,1,0,2,8,0,21,0,14,9,4,0,0,1
Nedd4l,0,21,1,0,7,0,3,0,1,79,31,583,11,44,33,28,5,0,0,2,1,1,1,0,15,2,7,38,4,7,45,1,29,0,27,12,12,1,0,1369
Nedd4,10034,442,1389,203,334,401,6762,3170,4234,8544,4351,4645,4382,1827,2550,5591,9675,1357,5562,1918,7982,2916,3062,2740,4235,219,6970,9365,3551,5927,8359,889,1811,921,2717,696,994,322,58,2432
Nedd8,19467,7126,6946,15513,9721,93,6918,17213,12358,6455,8238,13496,8607,6358,685,5749,11300,4756,852,3336,19108,3326,543,9265,2210,39,5088,8355,22060,14380,7039,1688,8612,7335,2398,3893,1541,3882,4744,1200
Nedd9,5,0,6,1,0,17,103,0,0,0,2,37,323,7,5,226,1258,12,649,1,20,0,0,34,0,1,507,0,80,5377,4,10,0,6,4,0,1,3,1,738
Nefh,1312,149,0,0,18,17,37,181,25,668,149,173,668,12,44,54,73,42,265,16,43,2,121,3387,788,2,15,217,24,2269,8,23,578,62,607,2,4,3,1,0
Nefl,0,0,0,3064,0,0,4,1,0,1,0,159,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,582,0,0,1,0,1,0,0,0,0,0,0,0
Nefm,6,1,0,73974,300,1,1,464,1,307,89,1245,174,38,1,986,110,0,1,0,0,0,0,118,4224,1579,2620,6139,5,1438,2,67,1,4,437,21,1027,1,0,0
Negr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Neil1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,15,0,0,0,0,0,0,0,8,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Neil2,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil3,0,2,0,0,0,0,0,0,0,16,0,47,808,0,6,143,16,0,0,809,18,1,0,0,0,42,0,9,0,0,0,0,48,1,2,0,0,0,0,4
Nek1,1,4,0,0,358,3,0,1,0,131,105,1,58,210,2,235,90,4,1,1,8,0,0,358,2,7,0,2,2,3,3,108,390,2,14,146,13,1,46,68
Nek2,113,0,26,0,1,0,187,8,10,45,2,0,1,36,33,128,8,1,19,2,62,3,1,3,0,0,7,149,0,2,6,1,0,0,21,111,2,7,93,0
Nek4,4,0,0,0,638,0,0,0,0,0,1,1,0,0,0,110,0,0,0,0,2,2020,0,22,1,7,0,0,0,0,3,0,16,0,11,0,0,13,0,2
Nek6,1439,0,606,0,0,39,3,584,1302,443,233,966,219,847,102,1100,381,1033,0,0,767,18,122,432,0,479,314,120,38,137,1219,387,89,5,13,1279,120,57,0,17
Nek7,137,0,0,0,850,1,0,0,0,63,24,3,4,132,21,29,88,0,428,0,12,0,4,207,0,0,1,0,0,7,293,1,19,57,214,44,38,3,0,0
Nek8,2,1,0,0,0,0,1,1,0,0,0,1,0,1,0,16,2,0,5,0,0,1,2,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,2
Nek9,9153,7,6,6,2,68,481,691,15,2204,1041,272,1125,167,153,1724,813,2,369,243,44,36,22,317,3057,0,1,240,10,39,1756,98,1280,7,558,99,15,77,4,977
Nek11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelfa,113,0,437,1,0,0,7,298,2149,198,160,4,9,2,30,415,158,3,0,6,6,10,0,10,0,6,7,5,1,10,55,0,2,0,3,11,0,0,0,0
Nelfb,3282,171,1199,192,12,31,358,9900,704,565,491,424,391,1114,25,1109,3427,33,11,587,45,26,1,25,17,1,48,264,78,1096,290,10,683,799,553,187,2,32,1,128
Nelfcd,1081,0,10,0,0,0,394,1,0,653,114,1414,54,172,57,53,90,1243,1411,60,40,5,774,2,37,0,3,2353,87,756,617,108,12,4,84,654,1,1,2,0
Nelfe,218,33,10,5,1096,0,976,19,65,986,406,1663,806,320,49,83,185,226,120,85,657,973,2412,1174,2,0,106,117,324,412,1405,19,33,0,155,77,2743,1,148,59
Nell1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Nell2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,0,0,1,2,0,0,0,0,0
Nemf,686,1,1,3,54,60,2715,11,274,328,713,515,969,352,266,1945,487,8,247,14,161,3,14,1108,172,2847,5,18,52,417,1692,915,1009,9,398,2444,3348,4,6,24
Nenf,79,359,117,2067,32,9,2346,159,205,1275,1837,2901,1158,1268,444,1169,2432,278,1924,73,8568,267,32,1557,765,0,2419,551,2697,2385,6067,178,445,2727,2428,1640,4433,3554,1,4444
Nepn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nes,2,0,0,0,0,0,256,0,9,44,155,3,142,24,6,96,86,0,1,0,526,1,2,6,421,1,2,13,227,3,19,500,2,1,12,8,8,701,0,8
Net1,53,60,26,0,552,127,228,1,11,593,210,1160,418,672,1595,272,5505,1881,1350,228,2,0,0,31,0,0,38,30,36,2397,2747,63,30,85,102,1286,94,33,0,400
Neto1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neto2,261,1,0,0,0,0,15,0,1,156,35,1,3,46,1,1,1753,5,1,0,8,0,1,1,0,0,54,472,0,13,0,0,11,0,0,28,0,10,0,2
Neu1,0,0,0,5,0,0,0,2,0,16,0,0,0,17,65,1,0,0,0,0,0,1,0,2,0,1,3,0,0,11,8,0,0,0,0,0,0,0,0,0
Neu2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neu3,0,1,1,1,0,0,1,1,0,0,13,8,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,67,0,1,0,0,0,1,0
